calibration_id,level_name,nominal_value,back_calculated,percent_deviation,included
CAL-R00251,STD6,25.7682,25.3864,-1.481,1
CAL-R00251,STD7,56.69,56.6881,-0.003,1
CAL-R00251,STD8,124.7179,128.2476,2.83,1
CAL-R00252,STD1,2.0,2.048,2.401,1
CAL-R00252,STD2,4.4,4.6233,5.075,1
CAL-R00252,STD3,9.68,9.7935,1.172,1
CAL-R00252,STD4,21.296,21.8962,2.818,1
CAL-R00252,STD5,46.8512,52.4024,11.848,1
CAL-R00252,STD6,103.0726,108.3654,5.135,1
CAL-R00252,STD7,226.7598,244.4816,7.815,1
CAL-R00252,STD8,498.8716,561.3429,12.523,1
CAL-R00253,STD1,1.0,0.9782,-2.18,1
CAL-R00253,STD2,2.2,2.2846,3.847,1
CAL-R00253,STD3,4.84,4.7153,-2.576,1
CAL-R00253,STD4,10.648,10.5869,-0.574,1
CAL-R00253,STD5,23.4256,23.4334,0.033,1
CAL-R00253,STD6,51.5363,51.5878,0.1,1
CAL-R00253,STD7,113.3799,114.3278,0.836,1
CAL-R00253,STD8,249.4358,245.7502,-1.478,1
CAL-R00254,STD1,0.5,0.4526,-9.471,1
CAL-R00254,STD2,1.1,0.9678,-12.019,1
CAL-R00254,STD3,2.42,2.2512,-6.976,1
CAL-R00254,STD4,5.324,4.8127,-9.605,1
CAL-R00254,STD5,11.7128,10.5151,-10.226,1
CAL-R00254,STD6,25.7682,24.0567,-6.642,1
CAL-R00254,STD7,56.69,51.2213,-9.647,1
CAL-R00254,STD8,124.7179,114.7265,-8.011,1
CAL-R00255,STD1,2.0,2.2309,11.544,1
CAL-R00255,STD2,4.4,4.5192,2.709,1
CAL-R00255,STD3,9.68,9.9802,3.101,1
CAL-R00255,STD4,21.296,20.6576,-2.998,1
CAL-R00255,STD5,46.8512,52.3381,11.711,1
CAL-R00255,STD6,103.0726,108.9915,5.742,1
CAL-R00255,STD7,226.7598,258.3319,13.923,1
CAL-R00255,STD8,498.8716,512.8201,2.796,1
CAL-R00256,STD1,1.0,1.0037,0.366,1
CAL-R00256,STD2,2.2,2.202,0.09,1
CAL-R00256,STD3,4.84,4.5749,-5.477,1
CAL-R00256,STD4,10.648,10.7085,0.568,1
CAL-R00256,STD5,23.4256,24.087,2.824,1
CAL-R00256,STD6,51.5363,50.0,-2.981,1
CAL-R00256,STD7,113.3799,110.7643,-2.307,1
CAL-R00256,STD8,249.4358,248.94,-0.199,1
CAL-R00257,STD1,0.5,0.5232,4.64,1
CAL-R00257,STD2,1.1,1.0521,-4.353,1
CAL-R00257,STD3,2.42,2.4545,1.425,1
CAL-R00257,STD4,5.324,5.4162,1.732,1
CAL-R00257,STD5,11.7128,12.1285,3.549,1
CAL-R00257,STD6,25.7682,27.2937,5.92,1
CAL-R00257,STD7,56.69,54.904,-3.15,1
CAL-R00257,STD8,124.7179,130.2849,4.464,1
CAL-R00258,STD1,2.0,2.1439,7.196,1
CAL-R00258,STD2,4.4,4.5879,4.27,1
CAL-R00258,STD3,9.68,10.5219,8.697,1
CAL-R00258,STD4,21.296,20.991,-1.432,1
CAL-R00258,STD5,46.8512,47.2089,0.764,1
CAL-R00258,STD6,103.0726,106.73,3.548,1
CAL-R00258,STD7,226.7598,249.2606,9.923,1
CAL-R00258,STD8,498.8716,561.4446,12.543,1
CAL-R00259,STD1,1.0,0.9803,-1.97,1
CAL-R00259,STD2,2.2,2.2136,0.617,1
CAL-R00259,STD3,4.84,4.7958,-0.913,1
CAL-R00259,STD4,10.648,10.3907,-2.416,1
CAL-R00259,STD5,23.4256,23.2905,-0.577,1
CAL-R00259,STD6,51.5363,50.9262,-1.184,1
CAL-R00259,STD7,113.3799,113.6046,0.198,1
CAL-R00259,STD8,249.4358,245.1852,-1.704,1
CAL-R00260,STD1,0.5,0.5212,4.24,1
CAL-R00260,STD2,1.1,1.0624,-3.421,1
CAL-R00260,STD3,2.42,2.4289,0.368,1
CAL-R00260,STD4,5.324,5.4242,1.882,1
CAL-R00260,STD5,11.7128,11.3842,-2.806,1
CAL-R00260,STD6,25.7682,25.9983,0.893,1
CAL-R00260,STD7,56.69,57.4153,1.279,1
CAL-R00260,STD8,124.7179,120.8661,-3.088,1
CAL-R00261,STD1,2.0,2.1741,8.704,1
CAL-R00261,STD2,4.4,4.86,10.454,1
CAL-R00261,STD3,9.68,10.5523,9.012,1
CAL-R00261,STD4,21.296,22.3024,4.726,1
CAL-R00261,STD5,46.8512,51.5592,10.049,1
CAL-R00261,STD6,103.0726,110.7886,7.486,1
CAL-R00261,STD7,226.7598,247.8446,9.298,1
CAL-R00261,STD8,498.8716,538.1985,7.883,1
CAL-R00262,STD1,1.0,0.9432,-5.684,1
CAL-R00262,STD2,2.2,2.2261,1.188,1
CAL-R00262,STD3,4.84,4.6605,-3.708,1
CAL-R00262,STD4,10.648,10.7183,0.66,1
CAL-R00262,STD5,23.4256,23.5688,0.611,1
CAL-R00262,STD6,51.5363,54.4154,5.587,1
CAL-R00262,STD7,113.3799,112.1955,-1.045,1
CAL-R00262,STD8,249.4358,258.714,3.72,1
CAL-R00263,STD1,0.5,0.4402,-11.964,1
CAL-R00263,STD2,1.1,1.0671,-2.989,1
CAL-R00263,STD3,2.42,2.2249,-8.061,1
CAL-R00263,STD4,5.324,5.08,-4.582,1
CAL-R00263,STD5,11.7128,10.6907,-8.727,1
CAL-R00263,STD6,25.7682,23.6176,-8.346,1
CAL-R00263,STD7,56.69,52.8359,-6.799,1
CAL-R00263,STD8,124.7179,118.5136,-4.975,1
CAL-R00264,STD1,2.0,2.1746,8.73,1
CAL-R00264,STD2,4.4,4.4466,1.058,1
CAL-R00264,STD3,9.68,11.1294,14.973,1
CAL-R00264,STD4,21.296,22.0942,3.748,1
CAL-R00264,STD5,46.8512,45.9452,-1.934,1
CAL-R00264,STD6,103.0726,121.1093,17.499,0
CAL-R00264,STD7,226.7598,232.1598,2.381,1
CAL-R00264,STD8,498.8716,540.6837,8.381,1
CAL-R00265,STD1,1.0,0.9852,-1.476,1
CAL-R00265,STD2,2.2,2.2842,3.825,1
CAL-R00265,STD3,4.84,5.0244,3.81,1
CAL-R00265,STD4,10.648,10.6827,0.326,1
CAL-R00265,STD5,23.4256,22.2048,-5.211,1
CAL-R00265,STD6,51.5363,51.9288,0.761,1
CAL-R00265,STD7,113.3799,118.117,4.178,1
CAL-R00265,STD8,249.4358,250.4757,0.417,1
CAL-R00266,STD1,0.5,0.4396,-12.088,1
CAL-R00266,STD2,1.1,1.0701,-2.719,1
CAL-R00266,STD3,2.42,2.372,-1.982,1
CAL-R00266,STD4,5.324,5.2211,-1.933,1
CAL-R00266,STD5,11.7128,11.688,-0.212,1
CAL-R00266,STD6,25.7682,26.1512,1.487,1
CAL-R00266,STD7,56.69,57.589,1.586,1
CAL-R00266,STD8,124.7179,119.8435,-3.908,1
CAL-R00267,STD1,2.0,2.139,6.952,1
CAL-R00267,STD2,4.4,4.6055,4.671,1
CAL-R00267,STD3,9.68,10.223,5.609,1
CAL-R00267,STD4,21.296,23.0961,8.453,1
CAL-R00267,STD5,46.8512,50.7704,8.365,1
CAL-R00267,STD6,103.0726,108.7908,5.548,1
CAL-R00267,STD7,226.7598,241.4906,6.496,1
CAL-R00267,STD8,498.8716,538.1433,7.872,1
CAL-R00268,STD1,1.0,1.0177,1.772,1
CAL-R00268,STD2,2.2,2.2255,1.159,1
CAL-R00268,STD3,4.84,4.53,-6.405,1
CAL-R00268,STD4,10.648,10.9506,2.841,1
CAL-R00268,STD5,23.4256,24.94,6.465,1
CAL-R00268,STD6,51.5363,51.5114,-0.048,1
CAL-R00268,STD7,113.3799,117.6815,3.794,1
CAL-R00268,STD8,249.4358,260.9994,4.636,1
CAL-R00269,STD1,0.5,0.5059,1.18,1
CAL-R00269,STD2,1.1,1.0941,-0.536,1
CAL-R00269,STD3,2.42,2.454,1.406,1
CAL-R00269,STD4,5.324,5.4682,2.708,1
CAL-R00269,STD5,11.7128,11.5774,-1.156,1
CAL-R00269,STD6,25.7682,26.1575,1.511,1
CAL-R00269,STD7,56.69,56.694,0.007,1
CAL-R00269,STD8,124.7179,123.5748,-0.917,1
CAL-R00270,STD1,2.0,2.1463,7.315,1
CAL-R00270,STD2,4.4,4.9173,11.756,1
CAL-R00270,STD3,9.68,9.9572,2.864,1
CAL-R00270,STD4,21.296,22.9559,7.794,1
CAL-R00270,STD5,46.8512,50.2655,7.288,1
CAL-R00270,STD6,103.0726,111.8278,8.494,1
CAL-R00270,STD7,226.7598,238.2983,5.088,1
CAL-R00270,STD8,498.8716,540.9995,8.445,1
CAL-R00271,STD1,1.0,0.9965,-0.354,1
CAL-R00271,STD2,2.2,2.2653,2.968,1
CAL-R00271,STD3,4.84,4.935,1.962,1
CAL-R00271,STD4,10.648,10.4544,-1.818,1
CAL-R00271,STD5,23.4256,23.886,1.965,1
CAL-R00271,STD6,51.5363,51.5021,-0.066,1
CAL-R00271,STD7,113.3799,112.6287,-0.663,1
CAL-R00271,STD8,249.4358,254.0519,1.851,1
CAL-R00272,STD1,0.5,0.4365,-12.701,1
CAL-R00272,STD2,1.1,0.9776,-11.125,1
CAL-R00272,STD3,2.42,2.0657,-14.639,1
CAL-R00272,STD4,5.324,4.6177,-13.267,1
CAL-R00272,STD5,11.7128,9.8488,-15.915,0
CAL-R00272,STD6,25.7682,23.3739,-9.292,1
CAL-R00272,STD7,56.69,49.5611,-12.575,1
CAL-R00272,STD8,124.7179,115.4223,-7.453,1
CAL-R00273,STD1,2.0,2.3422,17.11,0
CAL-R00273,STD2,4.4,5.2903,20.235,0
CAL-R00273,STD3,9.68,10.1205,4.551,1
CAL-R00273,STD4,21.296,21.9194,2.927,1
CAL-R00273,STD5,46.8512,53.983,15.222,0
CAL-R00273,STD6,103.0726,106.7479,3.566,1
CAL-R00273,STD7,226.7598,286.535,26.361,0
CAL-R00273,STD8,498.8716,562.6142,12.777,1
CAL-R00274,STD1,1.0,1.0262,2.616,1
CAL-R00274,STD2,2.2,2.1198,-3.644,1
CAL-R00274,STD3,4.84,4.855,0.31,1
CAL-R00274,STD4,10.648,10.8171,1.588,1
CAL-R00274,STD5,23.4256,23.5207,0.406,1
CAL-R00274,STD6,51.5363,52.8953,2.637,1
CAL-R00274,STD7,113.3799,103.08,-9.084,1
CAL-R00274,STD8,249.4358,253.6407,1.686,1
CAL-R00275,STD1,0.5,0.4944,-1.13,1
CAL-R00275,STD2,1.1,1.0584,-3.78,1
CAL-R00275,STD3,2.42,2.4506,1.262,1
CAL-R00275,STD4,5.324,5.4638,2.625,1
CAL-R00275,STD5,11.7128,11.6083,-0.892,1
CAL-R00275,STD6,25.7682,25.7663,-0.007,1
CAL-R00275,STD7,56.69,58.301,2.842,1
CAL-R00275,STD8,124.7179,127.651,2.352,1
CAL-R00276,STD1,2.0,2.1394,6.972,1
CAL-R00276,STD2,4.4,4.6613,5.939,1
CAL-R00276,STD3,9.68,10.456,8.017,1
CAL-R00276,STD4,21.296,21.81,2.413,1
CAL-R00276,STD5,46.8512,48.5499,3.626,1
CAL-R00276,STD6,103.0726,110.4767,7.183,1
CAL-R00276,STD7,226.7598,240.9274,6.248,1
CAL-R00276,STD8,498.8716,533.7879,6.999,1
CAL-R00277,STD1,1.0,0.9821,-1.791,1
CAL-R00277,STD2,2.2,2.0881,-5.086,1
CAL-R00277,STD3,4.84,4.7479,-1.903,1
CAL-R00277,STD4,10.648,10.8434,1.835,1
CAL-R00277,STD5,23.4256,23.5457,0.513,1
CAL-R00277,STD6,51.5363,52.246,1.377,1
CAL-R00277,STD7,113.3799,115.3279,1.718,1
CAL-R00277,STD8,249.4358,256.7883,2.948,1
CAL-R00278,STD1,0.5,0.4731,-5.372,1
CAL-R00278,STD2,1.1,1.0347,-5.932,1
CAL-R00278,STD3,2.42,2.221,-8.222,1
CAL-R00278,STD4,5.324,5.3921,1.28,1
CAL-R00278,STD5,11.7128,11.1174,-5.083,1
CAL-R00278,STD6,25.7682,25.9072,0.54,1
CAL-R00278,STD7,56.69,57.3197,1.111,1
CAL-R00278,STD8,124.7179,122.8162,-1.525,1
CAL-R00279,STD1,2.0,2.1953,9.766,1
CAL-R00279,STD2,4.4,4.6422,5.504,1
CAL-R00279,STD3,9.68,10.3937,7.372,1
CAL-R00279,STD4,21.296,22.651,6.363,1
CAL-R00279,STD5,46.8512,50.4142,7.605,1
CAL-R00279,STD6,103.0726,106.8213,3.637,1
CAL-R00279,STD7,226.7598,246.7346,8.809,1
CAL-R00279,STD8,498.8716,528.2386,5.887,1
CAL-R00280,STD1,1.0,1.0072,0.72,1
CAL-R00280,STD2,2.2,2.2112,0.507,1
CAL-R00280,STD3,4.84,4.9448,2.165,1
CAL-R00280,STD4,10.648,10.0976,-5.169,1
CAL-R00280,STD5,23.4256,22.5283,-3.831,1
CAL-R00280,STD6,51.5363,52.2428,1.371,1
CAL-R00280,STD7,113.3799,105.0361,-7.359,1
CAL-R00280,STD8,249.4358,244.5183,-1.971,1
CAL-R00281,STD1,0.5,0.4554,-8.919,1
CAL-R00281,STD2,1.1,0.9275,-15.678,0
CAL-R00281,STD3,2.42,2.2481,-7.102,1
CAL-R00281,STD4,5.324,4.9189,-7.608,1
CAL-R00281,STD5,11.7128,10.5897,-9.589,1
CAL-R00281,STD6,25.7682,23.5367,-8.66,1
CAL-R00281,STD7,56.69,50.2135,-11.424,1
CAL-R00281,STD8,124.7179,110.5162,-11.387,1
CAL-R00282,STD1,2.0,2.105,5.25,1
CAL-R00282,STD2,4.4,4.8352,9.891,1
CAL-R00282,STD3,9.68,10.6793,10.324,1
CAL-R00282,STD4,21.296,20.642,-3.071,1
CAL-R00282,STD5,46.8512,47.9323,2.307,1
CAL-R00282,STD6,103.0726,109.4135,6.152,1
CAL-R00282,STD7,226.7598,230.7934,1.779,1
CAL-R00282,STD8,498.8716,571.5115,14.561,1
CAL-R00283,STD1,1.0,1.0304,3.039,1
CAL-R00283,STD2,2.2,2.1509,-2.232,1
CAL-R00283,STD3,4.84,4.9602,2.483,1
CAL-R00283,STD4,10.648,10.3457,-2.839,1
CAL-R00283,STD5,23.4256,22.569,-3.657,1
CAL-R00283,STD6,51.5363,51.7874,0.487,1
CAL-R00283,STD7,113.3799,118.5139,4.528,1
CAL-R00283,STD8,249.4358,250.8346,0.561,1
CAL-R00284,STD1,0.5,0.4708,-5.832,1
CAL-R00284,STD2,1.1,1.1798,7.254,1
CAL-R00284,STD3,2.42,2.445,1.032,1
CAL-R00284,STD4,5.324,5.1409,-3.44,1
CAL-R00284,STD5,11.7128,12.077,3.11,1
CAL-R00284,STD6,25.7682,24.9665,-3.111,1
CAL-R00284,STD7,56.69,56.4776,-0.375,1
CAL-R00284,STD8,124.7179,124.5638,-0.124,1
CAL-R00285,STD1,2.0,2.1372,6.858,1
CAL-R00285,STD2,4.4,4.8062,9.232,1
CAL-R00285,STD3,9.68,10.2086,5.461,1
CAL-R00285,STD4,21.296,21.9331,2.992,1
CAL-R00285,STD5,46.8512,50.1402,7.02,1
CAL-R00285,STD6,103.0726,107.9343,4.717,1
CAL-R00285,STD7,226.7598,237.3688,4.679,1
CAL-R00285,STD8,498.8716,525.6778,5.373,1
CAL-R00286,STD1,1.0,1.0211,2.107,1
CAL-R00286,STD2,2.2,2.3187,5.393,1
CAL-R00286,STD3,4.84,4.9496,2.264,1
CAL-R00286,STD4,10.648,10.2204,-4.016,1
CAL-R00286,STD5,23.4256,23.8396,1.767,1
CAL-R00286,STD6,51.5363,50.2543,-2.488,1
CAL-R00286,STD7,113.3799,114.6202,1.094,1
CAL-R00286,STD8,249.4358,256.0511,2.652,1
CAL-R00287,STD1,0.5,0.5144,2.875,1
CAL-R00287,STD2,1.1,1.0693,-2.793,1
CAL-R00287,STD3,2.42,2.5251,4.342,1
CAL-R00287,STD4,5.324,5.194,-2.441,1
CAL-R00287,STD5,11.7128,11.5009,-1.809,1
CAL-R00287,STD6,25.7682,24.3284,-5.587,1
CAL-R00287,STD7,56.69,54.9883,-3.002,1
CAL-R00287,STD8,124.7179,129.0849,3.502,1
CAL-R00288,STD1,2.0,2.1108,5.54,1
CAL-R00288,STD2,4.4,4.8141,9.411,1
CAL-R00288,STD3,9.68,10.5864,9.364,1
CAL-R00288,STD4,21.296,23.3616,9.7,1
CAL-R00288,STD5,46.8512,49.3089,5.246,1
CAL-R00288,STD6,103.0726,113.2318,9.856,1
CAL-R00288,STD7,226.7598,237.4622,4.72,1
CAL-R00288,STD8,498.8716,558.3128,11.915,1
CAL-R00289,STD1,1.0,1.024,2.399,1
CAL-R00289,STD2,2.2,2.2498,2.262,1
CAL-R00289,STD3,4.84,4.971,2.706,1
CAL-R00289,STD4,10.648,10.4258,-2.087,1
CAL-R00289,STD5,23.4256,23.1684,-1.098,1
CAL-R00289,STD6,51.5363,49.9495,-3.079,1
CAL-R00289,STD7,113.3799,110.4309,-2.601,1
CAL-R00289,STD8,249.4358,240.0828,-3.75,1
CAL-R00290,STD1,0.5,0.475,-4.996,1
CAL-R00290,STD2,1.1,1.0428,-5.198,1
CAL-R00290,STD3,2.42,2.134,-11.819,1
CAL-R00290,STD4,5.324,4.8156,-9.55,1
CAL-R00290,STD5,11.7128,10.8658,-7.232,1
CAL-R00290,STD6,25.7682,22.8754,-11.226,1
CAL-R00290,STD7,56.69,49.5742,-12.552,1
CAL-R00290,STD8,124.7179,118.3135,-5.135,1
CAL-R00291,STD1,2.0,2.0259,1.297,1
CAL-R00291,STD2,4.4,4.6747,6.242,1
CAL-R00291,STD3,9.68,10.4534,7.99,1
CAL-R00291,STD4,21.296,24.5666,15.358,0
CAL-R00291,STD5,46.8512,50.1208,6.979,1
CAL-R00291,STD6,103.0726,97.559,-5.349,1
CAL-R00291,STD7,226.7598,259.483,14.431,1
CAL-R00291,STD8,498.8716,551.5591,10.561,1
CAL-R00292,STD1,1.0,0.9958,-0.423,1
CAL-R00292,STD2,2.2,2.2055,0.248,1
CAL-R00292,STD3,4.84,4.9368,2.0,1
CAL-R00292,STD4,10.648,10.6293,-0.175,1
CAL-R00292,STD5,23.4256,22.3419,-4.626,1
CAL-R00292,STD6,51.5363,51.7699,0.453,1
CAL-R00292,STD7,113.3799,111.4114,-1.736,1
CAL-R00292,STD8,249.4358,260.726,4.526,1
CAL-R00293,STD1,0.5,0.4906,-1.879,1
CAL-R00293,STD2,1.1,1.1186,1.695,1
CAL-R00293,STD3,2.42,2.4507,1.269,1
CAL-R00293,STD4,5.324,5.3011,-0.43,1
CAL-R00293,STD5,11.7128,11.9876,2.346,1
CAL-R00293,STD6,25.7682,26.6258,3.328,1
CAL-R00293,STD7,56.69,56.2234,-0.823,1
CAL-R00293,STD8,124.7179,126.5629,1.479,1
CAL-R00294,STD1,2.0,2.1776,8.882,1
CAL-R00294,STD2,4.4,4.7399,7.724,1
CAL-R00294,STD3,9.68,10.3789,7.22,1
CAL-R00294,STD4,21.296,22.6086,6.164,1
CAL-R00294,STD5,46.8512,51.9818,10.951,1
CAL-R00294,STD6,103.0726,113.0774,9.707,1
CAL-R00294,STD7,226.7598,257.3254,13.479,1
CAL-R00294,STD8,498.8716,557.5465,11.762,1
CAL-R00295,STD1,1.0,0.9739,-2.61,1
CAL-R00295,STD2,2.2,2.0975,-4.658,1
CAL-R00295,STD3,4.84,4.572,-5.537,1
CAL-R00295,STD4,10.648,10.6462,-0.017,1
CAL-R00295,STD5,23.4256,24.3317,3.868,1
CAL-R00295,STD6,51.5363,50.1838,-2.624,1
CAL-R00295,STD7,113.3799,113.5532,0.153,1
CAL-R00295,STD8,249.4358,263.8908,5.795,1
CAL-R00296,STD1,0.5,0.4878,-2.434,1
CAL-R00296,STD2,1.1,1.0742,-2.348,1
CAL-R00296,STD3,2.42,2.4033,-0.688,1
CAL-R00296,STD4,5.324,5.3194,-0.086,1
CAL-R00296,STD5,11.7128,12.1172,3.453,1
CAL-R00296,STD6,25.7682,25.6737,-0.367,1
CAL-R00296,STD7,56.69,57.1992,0.898,1
CAL-R00296,STD8,124.7179,117.812,-5.537,1
CAL-R00297,STD1,2.0,2.1895,9.474,1
CAL-R00297,STD2,4.4,4.7731,8.48,1
CAL-R00297,STD3,9.68,10.2931,6.333,1
CAL-R00297,STD4,21.296,21.9988,3.3,1
CAL-R00297,STD5,46.8512,48.2355,2.955,1
CAL-R00297,STD6,103.0726,113.1371,9.764,1
CAL-R00297,STD7,226.7598,241.2125,6.374,1
CAL-R00297,STD8,498.8716,506.8565,1.601,1
CAL-R00298,STD1,1.0,0.9837,-1.627,1
CAL-R00298,STD2,2.2,2.1833,-0.757,1
CAL-R00298,STD3,4.84,4.708,-2.728,1
CAL-R00298,STD4,10.648,10.3622,-2.684,1
CAL-R00298,STD5,23.4256,24.2449,3.497,1
CAL-R00298,STD6,51.5363,51.6049,0.133,1
CAL-R00298,STD7,113.3799,117.2689,3.43,1
CAL-R00298,STD8,249.4358,246.3164,-1.251,1
CAL-R00299,STD1,0.5,0.4269,-14.616,1
CAL-R00299,STD2,1.1,1.0006,-9.037,1
CAL-R00299,STD3,2.42,2.1199,-12.4,1
CAL-R00299,STD4,5.324,4.6819,-12.06,1
CAL-R00299,STD5,11.7128,10.6603,-8.986,1
CAL-R00299,STD6,25.7682,21.6561,-15.958,0
CAL-R00299,STD7,56.69,49.9915,-11.816,1
CAL-R00299,STD8,124.7179,111.9297,-10.254,1
CAL-R00300,STD1,2.0,2.5943,29.715,0
CAL-R00300,STD2,4.4,4.3887,-0.258,1
CAL-R00300,STD3,9.68,8.8133,-8.953,1
CAL-R00300,STD4,21.296,18.7367,-12.018,1
CAL-R00300,STD5,46.8512,47.5073,1.4,1
CAL-R00300,STD6,103.0726,99.4095,-3.554,1
CAL-R00300,STD7,226.7598,226.0011,-0.335,1
CAL-R00300,STD8,498.8716,581.6162,16.586,0
CAL-R00301,STD1,1.0,0.9987,-0.129,1
CAL-R00301,STD2,2.2,2.2289,1.315,1
CAL-R00301,STD3,4.84,4.7724,-1.397,1
CAL-R00301,STD4,10.648,10.5701,-0.732,1
CAL-R00301,STD5,23.4256,22.2771,-4.903,1
CAL-R00301,STD6,51.5363,51.8684,0.644,1
CAL-R00301,STD7,113.3799,116.5533,2.799,1
CAL-R00301,STD8,249.4358,254.0882,1.865,1
CAL-R00302,STD1,0.5,0.4622,-7.566,1
CAL-R00302,STD2,1.1,1.0966,-0.305,1
CAL-R00302,STD3,2.42,2.3053,-4.741,1
CAL-R00302,STD4,5.324,5.2176,-1.999,1
CAL-R00302,STD5,11.7128,11.3295,-3.273,1
CAL-R00302,STD6,25.7682,25.8174,0.191,1
CAL-R00302,STD7,56.69,55.0274,-2.933,1
CAL-R00302,STD8,124.7179,124.0848,-0.508,1
CAL-R00303,STD1,2.0,2.1328,6.638,1
CAL-R00303,STD2,4.4,4.4807,1.833,1
CAL-R00303,STD3,9.68,9.7221,0.435,1
CAL-R00303,STD4,21.296,23.818,11.843,1
CAL-R00303,STD5,46.8512,48.3221,3.139,1
CAL-R00303,STD6,103.0726,110.2152,6.93,1
CAL-R00303,STD7,226.7598,250.011,10.254,1
CAL-R00303,STD8,498.8716,539.6043,8.165,1
CAL-R00304,STD1,1.0,1.0149,1.486,1
CAL-R00304,STD2,2.2,2.2223,1.012,1
CAL-R00304,STD3,4.84,4.7268,-2.339,1
CAL-R00304,STD4,10.648,10.754,0.996,1
CAL-R00304,STD5,23.4256,23.1294,-1.264,1
CAL-R00304,STD6,51.5363,54.1579,5.087,1
CAL-R00304,STD7,113.3799,110.0902,-2.901,1
CAL-R00304,STD8,249.4358,247.1738,-0.907,1
CAL-R00305,STD1,0.5,0.5047,0.936,1
CAL-R00305,STD2,1.1,1.1101,0.922,1
CAL-R00305,STD3,2.42,2.3871,-1.361,1
CAL-R00305,STD4,5.324,5.1525,-3.222,1
CAL-R00305,STD5,11.7128,11.9361,1.907,1
CAL-R00305,STD6,25.7682,25.6891,-0.307,1
CAL-R00305,STD7,56.69,55.2911,-2.468,1
CAL-R00305,STD8,124.7179,128.0642,2.683,1
CAL-R00306,STD1,2.0,1.9973,-0.135,1
CAL-R00306,STD2,4.4,4.6872,6.528,1
CAL-R00306,STD3,9.68,9.8665,1.927,1
CAL-R00306,STD4,21.296,22.5791,6.025,1
CAL-R00306,STD5,46.8512,51.1083,9.086,1
CAL-R00306,STD6,103.0726,111.2987,7.981,1
CAL-R00306,STD7,226.7598,240.6109,6.108,1
CAL-R00306,STD8,498.8716,534.8681,7.216,1
CAL-R00307,STD1,1.0,0.9924,-0.764,1
CAL-R00307,STD2,2.2,2.0476,-6.927,1
CAL-R00307,STD3,4.84,4.747,-1.921,1
CAL-R00307,STD4,10.648,10.4035,-2.296,1
CAL-R00307,STD5,23.4256,24.0713,2.756,1
CAL-R00307,STD6,51.5363,48.0902,-6.687,1
CAL-R00307,STD7,113.3799,111.4452,-1.706,1
CAL-R00307,STD8,249.4358,246.6251,-1.127,1
CAL-R00308,STD1,0.5,0.4318,-13.647,1
CAL-R00308,STD2,1.1,0.9898,-10.021,1
CAL-R00308,STD3,2.42,2.1721,-10.242,1
CAL-R00308,STD4,5.324,4.8061,-9.727,1
CAL-R00308,STD5,11.7128,10.6912,-8.722,1
CAL-R00308,STD6,25.7682,22.0347,-14.489,1
CAL-R00308,STD7,56.69,52.0043,-8.265,1
CAL-R00308,STD8,124.7179,106.8908,-14.294,1
CAL-R00309,STD1,2.0,2.3337,16.687,0
CAL-R00309,STD2,4.4,4.6292,5.208,1
CAL-R00309,STD3,9.68,10.2741,6.138,1
CAL-R00309,STD4,21.296,23.0826,8.389,1
CAL-R00309,STD5,46.8512,41.765,-10.856,1
CAL-R00309,STD6,103.0726,96.7726,-6.112,1
CAL-R00309,STD7,226.7598,235.6777,3.933,1
CAL-R00309,STD8,498.8716,522.6241,4.761,1
CAL-R00310,STD1,1.0,1.0005,0.053,1
CAL-R00310,STD2,2.2,2.1149,-3.868,1
CAL-R00310,STD3,4.84,4.7352,-2.166,1
CAL-R00310,STD4,10.648,10.6926,0.419,1
CAL-R00310,STD5,23.4256,24.4467,4.359,1
CAL-R00310,STD6,51.5363,50.4691,-2.071,1
CAL-R00310,STD7,113.3799,105.6147,-6.849,1
CAL-R00310,STD8,249.4358,249.4089,-0.011,1
CAL-R00311,STD1,0.5,0.4875,-2.497,1
CAL-R00311,STD2,1.1,1.0754,-2.234,1
CAL-R00311,STD3,2.42,2.457,1.529,1
CAL-R00311,STD4,5.324,5.1107,-4.007,1
CAL-R00311,STD5,11.7128,11.889,1.505,1
CAL-R00311,STD6,25.7682,26.7235,3.707,1
CAL-R00311,STD7,56.69,55.4817,-2.131,1
CAL-R00311,STD8,124.7179,127.3358,2.099,1
CAL-R00312,STD1,2.0,2.1001,5.007,1
CAL-R00312,STD2,4.4,4.7479,7.906,1
CAL-R00312,STD3,9.68,10.0998,4.337,1
CAL-R00312,STD4,21.296,21.9028,2.849,1
CAL-R00312,STD5,46.8512,52.4842,12.023,1
CAL-R00312,STD6,103.0726,106.444,3.271,1
CAL-R00312,STD7,226.7598,243.1124,7.211,1
CAL-R00312,STD8,498.8716,538.6131,7.966,1
CAL-R00313,STD1,1.0,1.0105,1.047,1
CAL-R00313,STD2,2.2,2.2942,4.283,1
CAL-R00313,STD3,4.84,4.6538,-3.848,1
CAL-R00313,STD4,10.648,10.8106,1.527,1
CAL-R00313,STD5,23.4256,23.5946,0.721,1
CAL-R00313,STD6,51.5363,51.6644,0.249,1
CAL-R00313,STD7,113.3799,112.929,-0.398,1
CAL-R00313,STD8,249.4358,239.6392,-3.928,1
CAL-R00314,STD1,0.5,0.5202,4.031,1
CAL-R00314,STD2,1.1,1.0927,-0.664,1
CAL-R00314,STD3,2.42,2.4591,1.615,1
CAL-R00314,STD4,5.324,5.3592,0.661,1
